tripinfo_arrival;tripinfo_arrivalLane;tripinfo_arrivalPos;tripinfo_arrivalSpeed;tripinfo_depart;tripinfo_departDelay;tripinfo_departLane;tripinfo_departPos;tripinfo_departSpeed;tripinfo_devices;tripinfo_duration;tripinfo_id;tripinfo_rerouteNo;tripinfo_routeLength;tripinfo_speedFactor;tripinfo_stopTime;tripinfo_timeLoss;tripinfo_vType;tripinfo_vaporized;tripinfo_waitingCount;tripinfo_waitingTime
857.00;-488429019#0_0;0.20;4.88;261.00;0.00;489205476#3_0;5.10;0.00;tripinfo_261;596.00;261;0;1716.21;1.13;0.00;507.69;DEFAULT_VEHTYPE;;8;434.00
859.00;1247582300#1_0;100.80;12.20;701.00;0.00;-1128316619#0_0;5.10;0.00;tripinfo_701;158.00;701;0;901.13;0.93;0.00;83.34;DEFAULT_VEHTYPE;;3;57.00
864.00;-488439370#0_0;87.64;14.89;145.00;0.00;379359178#4_0;0.20;0.00;tripinfo_145;719.00;145;0;696.32;1.14;0.00;675.76;DEFAULT_VEHTYPE;;4;652.00
866.00;-488429012#0_0;99.70;13.16;726.00;0.00;488429014#0_0;5.10;0.00;tripinfo_726;140.00;726;0;294.75;1.00;0.00;116.54;DEFAULT_VEHTYPE;;2;100.00
868.00;489205476#2_0;124.85;13.10;790.00;0.00;-488451885#8_0;5.10;0.00;tripinfo_790;78.00;790;0;488.55;0.97;0.00;39.75;DEFAULT_VEHTYPE;;3;18.00
872.00;488439383#1_0;119.59;13.46;408.00;0.00;488232984#5_0;5.10;0.00;tripinfo_408;464.00;408;0;1245.66;1.01;0.00;382.57;DEFAULT_VEHTYPE;;3;347.00
885.00;-488452627#2_0;0.20;5.29;658.00;0.00;-1210212970_0;5.10;0.00;tripinfo_658;227.00;658;0;339.12;0.88;0.00;203.56;DEFAULT_VEHTYPE;;2;183.00
899.00;488432661_0;113.37;12.20;104.00;0.00;-488432663_0;5.10;0.00;tripinfo_104;795.00;104;0;364.41;0.89;0.00;763.55;DEFAULT_VEHTYPE;;4;743.00
908.00;488232999#0_0;58.12;13.41;866.00;0.00;-488232988#3_0;5.10;0.00;tripinfo_866;42.00;866;0;220.39;0.98;0.00;25.02;DEFAULT_VEHTYPE;;1;16.00
909.00;-488429019#0_0;0.20;12.05;722.00;0.00;-1211506460_0;5.10;0.00;tripinfo_722;187.00;722;0;510.29;0.87;0.00;141.35;DEFAULT_VEHTYPE;;4;117.00
910.00;488439368#3_0;2.70;4.93;587.00;0.00;488440840#0_0;5.10;0.00;tripinfo_587;323.00;587;0;400.84;1.01;0.00;294.93;DEFAULT_VEHTYPE;;3;266.00
913.00;-1247577051_0;112.97;13.84;768.00;0.00;-488451886#1_0;5.10;0.00;tripinfo_768;145.00;768;0;935.33;1.01;0.00;76.89;DEFAULT_VEHTYPE;;4;49.00
916.00;-488432669#2_0;38.51;14.18;816.00;0.00;-488432664#1_0;0.20;0.00;tripinfo_816;100.00;816;0;267.33;1.03;0.00;79.91;DEFAULT_VEHTYPE;;2;58.00
921.00;-488440845#0_0;31.55;12.17;678.00;0.00;488444640#0_0;5.10;0.00;tripinfo_678;243.00;678;0;657.32;0.99;0.00;207.26;DEFAULT_VEHTYPE;;1;187.00
925.00;1247569013#1_0;27.87;12.77;772.00;0.00;488432660#8_0;5.10;0.00;tripinfo_772;153.00;772;0;1594.42;0.89;0.00;60.28;DEFAULT_VEHTYPE;;1;30.00
936.00;488432660#13_0;3.43;8.95;720.00;0.00;-1211507697_0;5.10;0.00;tripinfo_720;216.00;720;0;1040.29;1.01;0.00;142.43;DEFAULT_VEHTYPE;;5;95.00
936.00;488453908#4_0;129.53;21.77;786.00;0.00;-489222062#2_0;5.10;0.00;tripinfo_786;150.00;786;0;1403.64;1.03;0.00;80.59;DEFAULT_VEHTYPE;;2;46.00
941.00;-1195562864#2_0;62.01;11.84;686.00;0.00;-488453907#0_0;5.10;0.00;tripinfo_686;255.00;686;0;922.91;0.89;0.00;182.02;DEFAULT_VEHTYPE;;3;146.00
950.00;-488432654#1_0;37.10;14.41;311.00;0.00;-488235612#13_0;5.10;0.00;tripinfo_311;639.00;311;0;277.30;1.09;0.00;618.94;DEFAULT_VEHTYPE;;4;596.00
950.00;488232983#1_0;38.62;23.65;426.00;0.00;-1268087984_0;5.10;0.00;tripinfo_426;524.00;426;0;1175.04;1.05;0.00;444.88;DEFAULT_VEHTYPE;;5;405.00
955.00;489248415_0;66.02;12.46;550.00;0.00;488235612#14_0;5.10;0.00;tripinfo_550;405.00;550;0;807.43;0.97;0.00;354.66;DEFAULT_VEHTYPE;;2;328.00
975.00;-716013643_0;30.47;10.64;484.00;0.00;-488439386#1_0;5.10;0.00;tripinfo_484;491.00;484;0;801.26;0.98;0.00;403.81;DEFAULT_VEHTYPE;;3;377.00
975.00;489205461#2_0;8.58;7.05;733.00;0.00;1195565779#2_0;5.10;0.00;tripinfo_733;242.00;733;0;1734.10;0.95;0.00;134.62;DEFAULT_VEHTYPE;;4;90.00
994.00;-488432651#2_0;75.09;11.12;127.00;0.00;-1245514497_0;5.10;0.00;tripinfo_127;867.00;127;0;1887.52;0.82;0.00;733.71;DEFAULT_VEHTYPE;;6;672.00
994.00;-1211506468#1_0;41.94;7.28;323.00;0.00;-488235612#12_0;0.20;0.00;tripinfo_323;671.00;323;0;578.62;0.82;0.00;617.69;DEFAULT_VEHTYPE;;10;550.00
994.00;488439373#0_0;13.44;10.88;852.00;0.00;-488439376#1_0;5.10;0.00;tripinfo_852;142.00;852;0;772.59;0.96;0.00;86.77;DEFAULT_VEHTYPE;;3;60.00
997.00;-488235612#11_0;30.97;8.04;660.00;0.00;-488453907#2_0;0.20;0.00;tripinfo_660;337.00;660;0;1521.10;0.98;0.00;245.51;DEFAULT_VEHTYPE;;6;185.00
997.00;-488232989#3_0;52.29;12.38;893.00;0.00;488232992#0_0;5.10;0.00;tripinfo_893;104.00;893;0;265.65;0.97;0.00;82.79;DEFAULT_VEHTYPE;;2;69.00
998.00;488235612#17_0;22.49;12.77;406.00;0.00;488429008#1_0;5.10;0.00;tripinfo_406;592.00;406;0;1265.54;0.96;0.00;494.50;DEFAULT_VEHTYPE;;6;453.00
1000.00;488440850_0;37.79;14.34;687.00;0.00;489205461#0_0;5.10;0.00;tripinfo_687;313.00;687;0;923.47;1.11;0.00;258.30;DEFAULT_VEHTYPE;;4;216.00
1002.00;-488440845#3_0;36.02;10.02;888.00;0.00;-488439370#0_0;5.10;0.00;tripinfo_888;114.00;888;0;345.78;0.77;0.00;77.83;DEFAULT_VEHTYPE;;1;66.00
1007.00;489205473#1_0;174.58;13.29;901.00;0.00;-489205476#0_0;5.10;0.00;tripinfo_901;106.00;901;0;690.45;0.97;0.00;50.79;DEFAULT_VEHTYPE;;1;28.00
1014.00;-488235612#6_0;44.05;14.27;630.00;0.00;1211506458#1_0;5.10;0.00;tripinfo_630;384.00;630;0;633.98;1.03;0.00;338.59;DEFAULT_VEHTYPE;;7;294.00
1018.00;488232985#8_0;34.67;11.99;933.00;0.00;-1114849907#2_0;5.10;0.00;tripinfo_933;85.00;933;0;944.16;0.90;0.00;28.58;DEFAULT_VEHTYPE;;1;5.00
1023.00;374433101#3_0;48.58;15.24;923.00;0.00;488432660#5_0;5.10;0.00;tripinfo_923;100.00;923;0;635.64;1.12;0.00;57.76;DEFAULT_VEHTYPE;;2;30.00
1032.00;1247569013#3_0;45.83;19.39;955.00;0.00;-1267082445_0;5.10;0.00;tripinfo_955;77.00;955;0;980.08;0.91;0.00;17.70;DEFAULT_VEHTYPE;;0;0.00
1034.00;-488232985#4_0;17.24;9.50;982.00;0.00;488235612#2_0;5.10;0.00;tripinfo_982;52.00;982;0;445.20;1.19;0.00;22.45;DEFAULT_VEHTYPE;;1;1.00
1038.00;-489218279#0_0;46.65;4.49;391.00;0.00;1268087985_0;5.10;0.00;tripinfo_391;647.00;391;0;2952.47;1.11;0.00;488.52;DEFAULT_VEHTYPE;;6;402.00
1039.00;488444641#1_0;312.30;13.51;830.00;0.00;1247577744_0;5.10;0.00;tripinfo_830;209.00;830;0;1688.39;0.99;0.00;92.59;DEFAULT_VEHTYPE;;3;47.00
1068.00;488232987#0_0;196.82;14.18;996.00;0.00;-488232987#0_0;5.10;0.00;tripinfo_996;72.00;996;0;392.84;1.05;0.00;43.93;DEFAULT_VEHTYPE;;1;32.00
1085.00;488439373#0_0;13.44;11.09;992.00;0.00;-488439369#3_0;5.10;0.00;tripinfo_992;93.00;992;0;158.53;0.90;0.00;79.36;DEFAULT_VEHTYPE;;2;64.00
1088.00;1268087981#2_0;45.29;11.58;672.00;0.00;-488455851#0_0;5.10;0.00;tripinfo_672;416.00;672;0;2236.82;0.88;0.00;253.64;DEFAULT_VEHTYPE;;7;188.00
1093.00;-488432655#3_0;40.60;12.94;244.00;0.00;-488429014#0_0;5.10;0.00;tripinfo_244;849.00;244;0;1444.66;1.02;0.00;676.08;DEFAULT_VEHTYPE;;6;618.00
1094.00;-488235612#9_0;39.85;12.20;924.00;0.00;488429019#0_0;0.20;0.00;tripinfo_924;170.00;924;0;331.77;0.97;0.00;144.49;DEFAULT_VEHTYPE;;3;122.00
1096.00;-488235612#9_0;39.85;12.36;908.00;0.00;488453907#0_0;5.10;0.00;tripinfo_908;188.00;908;0;1459.17;0.91;0.00;93.97;DEFAULT_VEHTYPE;;2;49.00
1103.00;1245514497_0;197.87;15.30;936.00;0.00;-489205474#1_0;5.10;0.00;tripinfo_936;167.00;936;0;827.17;1.11;0.00;113.13;DEFAULT_VEHTYPE;;3;79.00
1110.00;488453908#5_0;98.38;19.20;999.00;0.00;488451885#5_0;5.10;0.00;tripinfo_999;111.00;999;0;743.64;0.93;0.00;55.21;DEFAULT_VEHTYPE;;1;39.00
1129.00;488451885#8_0;52.12;6.23;868.00;0.00;488453908#3_0;5.10;0.00;tripinfo_868;261.00;868;0;482.65;0.88;0.00;219.80;DEFAULT_VEHTYPE;;2;199.00
1132.00;489205474#1_0;38.73;16.03;907.00;0.00;488235612#17_0;5.10;0.00;tripinfo_907;225.00;907;0;2401.01;1.21;0.00;117.17;DEFAULT_VEHTYPE;;3;62.00
1133.00;488439370#1_0;53.51;11.92;719.00;0.00;379359177#5_0;5.10;0.00;tripinfo_719;414.00;719;0;521.60;0.91;0.00;371.53;DEFAULT_VEHTYPE;;4;330.00
1143.00;193847184#7_0;1692.02;19.43;950.00;0.00;-1211507696_0;5.10;0.00;tripinfo_950;193.00;950;0;2556.46;0.91;0.00;47.99;DEFAULT_VEHTYPE;;1;23.00
1160.00;488432662_0;98.86;4.29;86.00;0.00;1106761240#0_0;5.10;0.00;tripinfo_86;1074.00;86;0;1779.01;1.00;0.00;960.51;DEFAULT_VEHTYPE;;9;898.00
1166.00;-488451884_0;37.93;11.66;645.00;0.00;489205468#0_0;5.10;0.00;tripinfo_645;521.00;645;0;707.50;0.84;0.00;452.89;DEFAULT_VEHTYPE;;5;419.00
1179.00;-488451892_0;35.96;13.00;728.00;0.00;488451880#2_0;5.10;0.00;tripinfo_728;451.00;728;0;405.45;1.01;0.00;420.36;DEFAULT_VEHTYPE;;3;401.00
1183.00;1330843193#4_0;0.20;0.00;174.00;0.00;717045285#1_0;5.10;0.00;tripinfo_174;1009.00;174;0;525.70;0.96;0.00;965.25;DEFAULT_VEHTYPE;teleport;6;928.00
1215.00;488439368#1_0;132.40;15.93;438.00;0.00;-1106761240#2_0;5.10;0.00;tripinfo_438;777.00;438;0;867.38;1.17;0.00;726.80;DEFAULT_VEHTYPE;;6;693.00
1223.00;488440842#5_0;53.64;15.06;595.00;0.00;374433111#1_0;5.10;0.00;tripinfo_595;628.00;595;0;648.02;1.12;0.00;593.98;DEFAULT_VEHTYPE;;4;566.00
1223.00;489205474#1_0;38.73;12.14;981.00;0.00;-488432669#2_0;5.10;0.00;tripinfo_981;242.00;981;0;2195.24;0.93;0.00;112.34;DEFAULT_VEHTYPE;;3;66.00
1230.00;-488451879#1_0;7.37;11.38;447.00;0.00;757103003#4_0;0.20;0.00;tripinfo_447;783.00;447;0;1038.69;1.20;0.00;736.32;DEFAULT_VEHTYPE;;4;691.00
1236.00;-488440842#3_0;35.23;4.61;671.00;0.00;-757228687#3_0;5.10;0.00;tripinfo_671;565.00;671;0;890.77;1.14;0.00;515.89;DEFAULT_VEHTYPE;;8;458.00
1237.00;1103437305#0_0;10.76;12.15;356.00;0.00;-1211506454_0;5.10;0.00;tripinfo_356;881.00;356;0;1710.63;0.96;0.00;768.98;DEFAULT_VEHTYPE;;8;707.00
1251.00;193847185#1_0;163.07;19.29;943.00;0.00;-489218279#2_0;5.10;0.00;tripinfo_943;308.00;943;0;1819.46;0.92;0.00;190.69;DEFAULT_VEHTYPE;;5;139.00
1287.00;488455849#1_0;128.61;14.17;465.00;0.00;1245799229_0;4.63;0.00;tripinfo_465;822.00;465;0;2016.70;1.06;0.00;718.81;DEFAULT_VEHTYPE;;4;674.00
1289.00;488432660#1_0;41.04;11.30;274.00;0.00;-374433106#2_0;5.10;0.00;tripinfo_274;1015.00;274;0;954.60;0.85;0.00;950.31;DEFAULT_VEHTYPE;;4;912.00
1290.00;488444640#6_0;18.40;4.03;554.00;0.00;-374433111#2_0;0.20;0.00;tripinfo_554;736.00;554;0;650.21;0.90;0.00;695.05;DEFAULT_VEHTYPE;;4;666.00
1294.00;488432667#1_0;38.50;13.92;646.00;0.00;-488453907#2_0;0.20;0.00;tripinfo_646;648.00;646;0;1257.30;1.04;0.00;574.56;DEFAULT_VEHTYPE;;5;530.00
1295.00;488440842#1_0;36.05;14.56;850.00;0.00;-488451882_0;5.10;0.00;tripinfo_850;445.00;850;0;504.39;1.10;0.00;413.92;DEFAULT_VEHTYPE;;3;388.00
1299.00;-488432669#0_0;37.16;13.60;117.00;0.00;488451888#1_0;5.10;0.00;tripinfo_117;1182.00;117;0;1034.30;1.00;0.00;1108.33;DEFAULT_VEHTYPE;;9;1033.00
1307.00;-488432660#5_0;11.95;0.00;22.00;0.00;-1247577744_0;5.10;0.00;tripinfo_22;1285.00;22;0;1384.66;0.97;0.00;1175.92;DEFAULT_VEHTYPE;teleport;9;1102.00
1309.00;488232984#1_0;88.01;0.00;502.00;0.00;488232984#4_0;0.23;0.00;tripinfo_502;807.00;502;0;527.76;0.93;0.00;699.89;DEFAULT_VEHTYPE;teleport;5;663.00
1312.00;-488432664#0_0;32.93;11.29;382.00;0.00;374433108#0_0;5.10;0.00;tripinfo_382;930.00;382;0;2874.76;0.85;0.00;760.76;DEFAULT_VEHTYPE;;5;722.00
1338.00;1211507701#0_0;27.42;11.42;609.00;0.00;488432653_0;5.10;0.00;tripinfo_609;729.00;609;0;352.64;1.06;0.00;690.42;DEFAULT_VEHTYPE;;5;665.00
1338.00;1245516597_0;30.40;12.29;825.00;0.00;489205474#0_0;5.10;0.00;tripinfo_825;513.00;825;0;1433.00;1.11;0.00;391.02;DEFAULT_VEHTYPE;;4;327.00
1364.00;-488235612#8_0;47.16;13.95;512.00;0.00;-488432659#1_0;5.10;0.00;tripinfo_512;852.00;512;0;690.55;1.09;0.00;804.30;DEFAULT_VEHTYPE;;8;758.00
1368.00;489205468#0_0;143.16;12.54;158.00;0.00;-488232988#6_0;5.10;0.00;tripinfo_158;1210.00;158;0;1921.57;0.91;0.00;1007.64;DEFAULT_VEHTYPE;;10;928.00
1371.00;-1192789782_0;44.59;13.03;206.00;0.00;-488238448#1_0;5.10;0.00;tripinfo_206;1165.00;206;0;1629.98;1.00;0.00;976.44;DEFAULT_VEHTYPE;;9;901.00
1374.00;-488432657_0;60.82;12.77;302.00;0.00;-1268087981#0_0;4.88;0.00;tripinfo_302;1072.00;302;0;908.25;0.98;0.00;1001.67;DEFAULT_VEHTYPE;;6;954.00
1381.00;489205469_0;46.58;13.45;892.00;0.00;1247582300#1_0;5.10;0.00;tripinfo_892;489.00;892;0;875.73;1.02;0.00;418.74;DEFAULT_VEHTYPE;;3;392.00
1381.00;488451879#2_0;76.16;14.65;918.00;0.00;489205468#1_0;5.10;0.00;tripinfo_918;463.00;918;0;792.06;1.09;0.00;363.56;DEFAULT_VEHTYPE;;5;324.00
1446.00;1192789782_0;44.59;11.67;501.00;0.00;488440849#0_0;5.10;0.00;tripinfo_501;945.00;501;0;958.90;0.92;0.00;867.93;DEFAULT_VEHTYPE;;6;825.00
1455.00;-488432652_0;92.93;10.39;199.00;0.00;-501076685#2_0;5.10;0.00;tripinfo_199;1256.00;199;0;1690.87;0.83;0.00;1133.32;DEFAULT_VEHTYPE;;6;1076.00
1459.00;1247582300#2_0;48.29;10.39;846.00;0.00;374433106#2_0;5.10;0.00;tripinfo_846;613.00;846;0;1014.50;0.76;0.00;511.02;DEFAULT_VEHTYPE;;8;462.00
1464.00;1211506460_0;53.35;13.57;304.00;0.00;374433100#5_0;5.10;0.00;tripinfo_304;1160.00;304;0;1791.35;0.98;0.00;1034.45;DEFAULT_VEHTYPE;;9;963.00
1482.00;-488232987#3_0;8.14;13.22;352.00;0.00;-488439369#2_0;0.20;0.00;tripinfo_352;1130.00;352;0;1085.06;0.97;0.00;1065.76;DEFAULT_VEHTYPE;;9;1014.00
1498.00;-488232997#4_0;2.15;4.00;399.00;0.00;1134050845_0;5.10;0.00;tripinfo_399;1099.00;399;0;289.42;1.07;0.00;1082.51;DEFAULT_VEHTYPE;;5;1042.00
1499.00;-1128316618_0;41.35;6.28;316.00;0.00;-488233001#4_0;2.32;0.00;tripinfo_316;1183.00;316;0;903.03;1.13;0.00;1043.79;DEFAULT_VEHTYPE;;8;974.00
1506.00;1134050846_0;0.20;6.34;343.00;0.00;488232997#2_0;5.10;0.00;tripinfo_343;1163.00;343;0;533.06;0.95;0.00;1071.37;DEFAULT_VEHTYPE;;5;1044.00
1521.00;488451880#1_0;2.40;6.04;496.00;0.00;489205476#4_0;5.10;0.00;tripinfo_496;1025.00;496;0;757.37;1.11;0.00;973.48;DEFAULT_VEHTYPE;;5;932.00
1523.00;1211506466#0_0;18.54;11.95;467.00;0.00;488439373#0_0;5.10;0.00;tripinfo_467;1056.00;467;0;1396.82;1.00;0.00;965.08;DEFAULT_VEHTYPE;;11;879.00
1531.00;-374433111#10_0;28.15;12.92;596.00;0.00;488453908#2_0;5.10;0.00;tripinfo_596;935.00;596;0;1449.36;0.97;0.00;841.36;DEFAULT_VEHTYPE;;9;760.00
1540.00;-374433111#9_0;141.93;23.46;539.00;0.00;-489218279#2_0;5.10;0.00;tripinfo_539;1001.00;539;0;2229.30;1.10;0.00;876.06;DEFAULT_VEHTYPE;;10;768.00
1545.00;-488232988#5_0;27.66;15.85;463.00;0.00;-488233001#0_0;5.10;0.00;tripinfo_463;1082.00;463;0;753.71;1.16;0.00;942.53;DEFAULT_VEHTYPE;;4;915.00
1546.00;-1105575583#0_0;50.64;10.86;976.00;0.00;-488429015_0;5.10;0.00;tripinfo_976;570.00;976;0;1154.93;0.85;0.00;372.98;DEFAULT_VEHTYPE;;4;343.00
1564.00;-488453907#5_0;0.20;3.18;742.00;0.00;488451880#7_0;0.41;0.00;tripinfo_742;822.00;742;0;1216.28;1.04;0.00;760.72;DEFAULT_VEHTYPE;;4;725.00
1567.00;-1106761240#1_0;65.78;13.63;563.00;0.00;-488451885#1_0;0.20;0.00;tripinfo_563;1004.00;563;0;764.85;1.00;0.00;955.33;DEFAULT_VEHTYPE;;6;915.00
1568.00;-489219158_0;185.64;10.81;407.00;0.00;488439367#2_0;5.10;0.00;tripinfo_407;1161.00;407;0;1734.60;0.86;0.00;1036.98;DEFAULT_VEHTYPE;;7;984.00
1567.00;374433111#11_0;43.78;0.00;580.00;0.00;-489205463#2_0;5.10;0.00;tripinfo_580;987.00;580;0;848.38;0.95;0.00;891.78;DEFAULT_VEHTYPE;teleport;6;847.00
1568.00;488444640#3_0;25.44;17.79;1030.00;232.00;374433106#1_0;0.20;0.00;tripinfo_798;538.00;798;0;889.66;0.95;0.00;468.85;DEFAULT_VEHTYPE;;6;419.00
1572.00;-488439367#2_0;57.30;11.50;725.00;0.00;1267082445_0;5.10;0.00;tripinfo_725;847.00;725;0;1372.74;0.86;0.00;739.26;DEFAULT_VEHTYPE;;9;662.00
1581.00;-488232988#2_0;35.54;13.50;511.00;0.00;-488232987#2_0;0.20;0.00;tripinfo_511;1070.00;511;0;528.09;1.01;0.00;1030.57;DEFAULT_VEHTYPE;;7;997.00
1599.00;-1226433842#1_0;207.86;13.15;808.00;0.00;-1245514497_0;5.10;0.00;tripinfo_808;791.00;808;0;1418.52;0.98;0.00;700.52;DEFAULT_VEHTYPE;;5;641.00
1613.00;488429009#0_0;55.80;11.35;287.00;0.00;-489248414_0;5.10;0.00;tripinfo_287;1326.00;287;0;1778.04;0.89;0.00;1223.61;DEFAULT_VEHTYPE;;5;1168.00
1627.00;1268087983#2_0;44.58;10.34;431.00;0.00;-488232987#3_0;5.10;0.00;tripinfo_431;1196.00;431;0;1493.30;0.83;0.00;1076.88;DEFAULT_VEHTYPE;;7;1017.00
1630.00;-488440847_0;69.73;12.71;880.00;0.00;-488439374#0_0;5.10;0.00;tripinfo_880;750.00;880;0;435.11;0.98;0.00;718.81;DEFAULT_VEHTYPE;;4;696.00
1632.00;-488235612#14_0;98.74;14.33;247.00;0.00;-489205473#2_0;5.10;0.00;tripinfo_247;1385.00;247;0;1898.35;1.04;0.00;1276.09;DEFAULT_VEHTYPE;;10;1199.00
1634.00;489205476#2_0;124.85;11.84;478.00;0.00;488439371#1_0;5.10;0.00;tripinfo_478;1156.00;478;0;1602.92;0.88;0.00;990.50;DEFAULT_VEHTYPE;;12;922.00
1645.00;374433102#1_0;160.52;21.75;446.00;0.00;193847185#4_0;5.10;0.00;tripinfo_446;1199.00;446;0;1699.84;1.02;0.00;1120.98;DEFAULT_VEHTYPE;;5;1072.00
1651.00;379359177#0_0;0.20;0.00;748.00;0.00;-488232986#5_0;0.19;0.00;tripinfo_748;903.00;748;0;179.38;1.12;0.00;807.24;DEFAULT_VEHTYPE;teleport;4;794.00
1654.00;-488235612#16_0;25.18;13.98;100.00;0.00;488440849#1_0;5.10;0.00;tripinfo_100;1554.00;100;0;1935.68;1.06;0.00;1444.78;DEFAULT_VEHTYPE;;11;1348.00
1672.00;488432649#1_0;51.17;12.03;361.00;0.00;-1211506455_0;5.10;0.00;tripinfo_361;1311.00;361;0;681.10;0.95;0.00;1256.59;DEFAULT_VEHTYPE;;10;1203.00
1677.00;488424638#0_0;82.00;10.14;859.00;0.00;374433100#1_0;5.10;0.00;tripinfo_859;818.00;859;0;1014.85;0.79;0.00;643.59;DEFAULT_VEHTYPE;;3;602.00
1686.00;-488453906#2_0;126.25;5.67;279.00;0.00;1211506462#1_0;5.10;0.00;tripinfo_279;1407.00;279;0;712.26;0.97;0.00;1352.72;DEFAULT_VEHTYPE;;8;1286.00
1694.00;1330843195#1_0;0.20;5.43;1690.00;718.00;488232984#3_0;1.40;0.00;tripinfo_972;4.00;972;0;8.84;0.98;0.00;2.92;DEFAULT_VEHTYPE;;1;1.00
1699.00;488232983#7_0;235.11;27.65;58.00;0.00;-488439374#1_0;5.10;0.00;tripinfo_58;1641.00;58;0;1600.09;1.02;0.00;1564.52;DEFAULT_VEHTYPE;;9;1516.00
1700.00;1330843195#1_0;0.20;6.70;60.00;0.00;488432648#0_0;5.10;0.00;tripinfo_60;1640.00;60;0;1040.96;1.08;0.00;1591.66;DEFAULT_VEHTYPE;;8;1532.00
1704.00;488232986#3_0;0.20;4.93;374.00;0.00;757103002_0;5.10;0.00;tripinfo_374;1330.00;374;0;1354.54;0.93;0.00;985.56;DEFAULT_VEHTYPE;;5;939.00
1711.00;1330843193#4_0;0.20;4.74;475.00;0.00;-1122578273_0;5.10;0.00;tripinfo_475;1236.00;475;0;1006.67;0.96;0.00;1181.02;DEFAULT_VEHTYPE;;6;1121.00
1732.00;758628413#1_0;256.62;14.10;126.00;0.00;863350437#0_0;5.10;0.00;tripinfo_126;1606.00;126;0;2222.89;1.03;0.00;1461.35;DEFAULT_VEHTYPE;;8;1388.00
1735.00;374433102#9_0;1.61;8.41;641.00;0.00;-488451880#6_0;5.10;0.00;tripinfo_641;1094.00;641;0;1526.71;1.06;0.00;1008.59;DEFAULT_VEHTYPE;;5;950.00
1736.00;-488232988#5_0;27.66;15.61;84.00;0.00;-488429011_0;5.10;0.00;tripinfo_84;1652.00;84;0;1293.15;1.15;0.00;1579.94;DEFAULT_VEHTYPE;;7;1523.00
1742.00;488233001#4_0;2.32;3.77;690.00;0.00;488439383#0_0;5.10;0.00;tripinfo_690;1052.00;690;0;1425.25;0.90;0.00;964.86;DEFAULT_VEHTYPE;;4;906.00
1745.00;-488238448#0_0;112.63;12.70;786.00;178.00;488232983#5_0;1.34;0.00;tripinfo_608;959.00;608;0;736.80;0.93;0.00;917.84;DEFAULT_VEHTYPE;;5;885.00
1746.00;1114849907#2_0;191.51;26.30;412.00;0.00;488451883_0;5.10;0.00;tripinfo_412;1334.00;412;0;1214.93;0.97;0.00;884.92;DEFAULT_VEHTYPE;;6;823.00
1750.00;193847185#7_0;1.13;4.87;708.00;0.00;757103002_0;5.10;0.00;tripinfo_708;1042.00;708;0;546.40;1.09;0.00;1014.04;DEFAULT_VEHTYPE;;5;956.00
1751.00;-488232985#7_0;130.68;11.93;469.00;0.00;-488451884_0;5.10;0.00;tripinfo_469;1282.00;469;0;1463.45;0.87;0.00;872.83;DEFAULT_VEHTYPE;;7;828.00
1758.00;488232991_0;158.60;12.58;270.00;0.00;-488440842#5_0;5.10;0.00;tripinfo_270;1488.00;270;0;2059.73;0.97;0.00;1376.87;DEFAULT_VEHTYPE;;7;1303.00
1770.00;488453906#4_0;166.24;12.51;926.00;1.00;488444640#5_0;5.10;0.00;tripinfo_925;844.00;925;0;1058.81;0.97;0.00;765.18;DEFAULT_VEHTYPE;;4;736.00
1778.00;-1211506465_0;49.16;15.22;715.00;0.00;-488451880#5_0;5.10;0.00;tripinfo_715;1063.00;715;0;1768.13;1.14;0.00;974.55;DEFAULT_VEHTYPE;;4;901.00
1783.00;-488232986#2_0;51.11;6.21;838.00;0.00;488232987#3_0;5.10;0.00;tripinfo_838;945.00;838;0;258.12;1.00;0.00;924.72;DEFAULT_VEHTYPE;;6;894.00
1793.00;-488451884_0;37.93;12.13;667.00;0.00;1247569013#3_0;5.10;0.00;tripinfo_667;1126.00;667;0;1427.74;1.07;0.00;1033.02;DEFAULT_VEHTYPE;;7;978.00
1808.00;-488232985#5_0;68.09;12.91;576.00;0.00;488429016_0;5.10;0.00;tripinfo_576;1232.00;576;0;1179.30;1.02;0.00;760.85;DEFAULT_VEHTYPE;;4;710.00
1811.00;-488232996#0_0;103.68;13.45;565.00;0.00;-489205469_0;5.10;0.00;tripinfo_565;1246.00;565;0;1793.42;0.98;0.00;728.38;DEFAULT_VEHTYPE;;8;676.00
1812.00;717045285#2_0;31.85;15.85;498.00;0.00;1268087981#0_0;4.89;0.00;tripinfo_498;1314.00;498;0;1737.49;1.17;0.00;1223.20;DEFAULT_VEHTYPE;;7;1142.00
1820.00;-488232999#0_0;58.05;14.18;262.00;0.00;-1132773660#1_0;5.10;0.00;tripinfo_262;1558.00;262;0;658.94;1.04;0.00;1512.50;DEFAULT_VEHTYPE;;10;1458.00
1822.00;488232991_0;158.60;12.61;439.00;0.00;488452627#1_0;5.10;0.00;tripinfo_439;1383.00;439;0;1846.38;0.93;0.00;874.70;DEFAULT_VEHTYPE;;5;818.00
1827.00;488229186#0_0;79.36;11.84;456.00;1.00;379359178#4_0;0.20;0.00;tripinfo_455;1371.00;455;0;856.60;0.89;0.00;1317.70;DEFAULT_VEHTYPE;;8;1256.00
