tripinfo_arrival;tripinfo_arrivalLane;tripinfo_arrivalPos;tripinfo_arrivalSpeed;tripinfo_depart;tripinfo_departDelay;tripinfo_departLane;tripinfo_departPos;tripinfo_departSpeed;tripinfo_devices;tripinfo_duration;tripinfo_id;tripinfo_rerouteNo;tripinfo_routeLength;tripinfo_speedFactor;tripinfo_stopTime;tripinfo_timeLoss;tripinfo_vType;tripinfo_vaporized;tripinfo_waitingCount;tripinfo_waitingTime
6048.00;-489205476#3_0;40.89;15.77;885.00;0.00;488232986#4_0;5.10;0.00;tripinfo_885;5163.00;885;0;1836.69;1.14;0.00;4709.89;DEFAULT_VEHTYPE;;21;4536.00
6051.00;488453906#8_0;30.79;14.58;509.00;0.00;-488232987#5_0;0.20;0.00;tripinfo_509;5542.00;509;0;1824.48;1.12;0.00;5109.73;DEFAULT_VEHTYPE;;24;4960.00
6060.00;-488455851#0_0;37.71;13.25;1727.00;853.00;-488451885#4_0;5.10;0.00;tripinfo_874;4333.00;874;0;1335.39;1.07;0.00;4254.09;DEFAULT_VEHTYPE;;19;4077.00
6076.00;757103003#1_0;0.20;12.46;226.00;7.00;488232985#3_0;0.20;0.00;tripinfo_219;5850.00;219;0;1690.95;0.91;0.00;5762.61;DEFAULT_VEHTYPE;;26;5499.00
6095.00;-488232985#1_0;0.20;3.36;864.00;0.00;489205476#1_0;5.10;0.00;tripinfo_864;5231.00;864;0;1995.34;1.17;0.00;5132.53;DEFAULT_VEHTYPE;;28;4879.00
6124.00;488439367#1_0;0.61;8.03;734.00;0.00;1211507697_0;5.10;0.00;tripinfo_734;5390.00;734;0;1537.44;1.01;0.00;5292.53;DEFAULT_VEHTYPE;;23;5071.00
6127.00;488232998#2_0;39.36;11.33;740.00;0.00;-489221518#1_0;5.10;0.00;tripinfo_740;5387.00;740;0;1975.09;0.99;0.00;5164.27;DEFAULT_VEHTYPE;;24;5029.00
6130.00;489205470#0_0;35.36;13.94;723.00;0.00;-1211506458#0_0;5.10;0.00;tripinfo_723;5407.00;723;0;1523.88;1.07;0.00;5272.52;DEFAULT_VEHTYPE;;23;5122.00
6136.00;489222064_0;92.33;9.64;785.00;0.00;-488235612#1_0;0.20;0.00;tripinfo_785;5351.00;785;0;2378.10;0.75;0.00;5197.14;DEFAULT_VEHTYPE;;23;4927.00
6139.00;489222063_0;83.71;10.05;284.00;0.00;488238449#0_0;5.10;0.00;tripinfo_284;5855.00;284;0;2526.12;0.76;0.00;5687.70;DEFAULT_VEHTYPE;;27;5393.00
6155.00;-1245516596#0_0;20.88;9.49;934.00;0.00;488232989#2_0;5.10;0.00;tripinfo_934;5221.00;934;0;1260.71;1.02;0.00;5137.54;DEFAULT_VEHTYPE;;25;4949.00
6159.00;488432657_0;60.82;11.76;535.00;0.00;488232982#4_0;5.10;0.00;tripinfo_535;5624.00;535;0;2216.94;0.86;0.00;5324.96;DEFAULT_VEHTYPE;;25;5064.00
6253.00;488432650#1_0;39.71;15.71;299.00;0.00;1132773662_0;0.14;0.00;tripinfo_299;5954.00;299;0;1515.00;1.16;0.00;5794.53;DEFAULT_VEHTYPE;;31;5511.00
